Mod:Item:MetaData, Localized Name
advancedrocketry:itemcircuitplate:1, Advanced Circuit Plate
advancedrocketry:ic:0, Basic Circuit
advancedrocketry:ic:1, Tracking Circuit
advancedrocketry:ic:2, Advanced Circuit
advancedrocketry:ic:3, Control Circuit Board
advancedrocketry:ic:4, Item IO Circuit Board
advancedrocketry:ic:5, Liquid IO Circuit Board
advancedrocketry:wafer:0, Silicon Wafer
advancedrocketry:dataunit:0, Data Storage Unit
advancedrocketry:satellite, Satellite
advancedrocketry:satelliteidchip, Satellite Id Chip
advancedrocketry:planetidchip, Planet Id Chip
advancedrocketry:misc:0, User Interface
advancedrocketry:misc:1, Carbon Brick
advancedrocketry:sawbladeiron:0, Iron Saw Blade
advancedrocketry:spacestationchip:0, Space Station Id Chip
advancedrocketry:spacestation:0, Space Station Container
advancedrocketry:spacehelmet, Space Helmet
advancedrocketry:spaceboots, Space Boots
advancedrocketry:spacechestplate, Space Suit Chest-Piece
advancedrocketry:spaceleggings, Space Suit Legging
advancedrocketry:bucketrocketfuel, Tank of Rocket Fuel
advancedrocketry:bucketnitrogen, Tank of Nitrogen
advancedrocketry:buckethydrogen, Tank of Hydrogen
advancedrocketry:bucketoxygen, Tank of Oxygen
advancedrocketry:bucketenrichedlava, Tank of Enriched Lava
advancedrocketry:smallairlockdoor, Small Airlock Door
advancedrocketry:carbonscrubbercartridge, Carbon Collection Cartridge
advancedrocketry:sealdetector, Seal Detector
advancedrocketry:jackhammer, Jack Hammer
advancedrocketry:asteroidchip, Asteroid Chip
advancedrocketry:elevatorchip, Space Elevator Chip
advancedrocketry:lens:0, Basic Lens
advancedrocketry:jetpack, Jet Pack
advancedrocketry:pressuretank:0, Low Pressure Tank
advancedrocketry:pressuretank:1, Pressure Tank
advancedrocketry:pressuretank:2, High Pressure Tank
advancedrocketry:pressuretank:3, Super High Pressure Tank
advancedrocketry:itemupgrade:0, Hover Upgrade
advancedrocketry:itemupgrade:1, Flight Speed Control Upgrade
advancedrocketry:itemupgrade:2, Bionic Leg Upgrade
advancedrocketry:itemupgrade:3, Padded Landing Boots
advancedrocketry:itemupgrade:4, Anti-Fog Visor
advancedrocketry:atmanalyser, Atmosphere Analyzer
advancedrocketry:basiclasergun, Basic Laser Gun
advancedrocketry:beaconfinder, Beacon Finder
advancedrocketry:thermite, Thermite
advancedrocketry:hovercraft, HoverCraft
advancedrocketry:biomechanger, Biome Changer Remote
forge:bucketfilled, %s Bucket
additional_lights:al_lamp_acacia_planks, Acacia Lamp
additional_lights:al_lamp_birch_planks, Birch Lamp
additional_lights:al_lamp_oak_planks, Oak Lamp
additional_lights:al_lamp_dark_oak_planks, Dark Oak Lamp
additional_lights:al_lamp_spruce_planks, Spruce Lamp
additional_lights:al_lamp_jungle_planks, Jungle Lamp
additional_lights:al_lamp_stone, Stone Lamp
additional_lights:al_lamp_cobblestone, CobbleStone Lamp
additional_lights:al_lamp_mossy_cobblestone, Mossy CobbleStone Lamp
additional_lights:al_lamp_end_stone, End Stone Lamp
additional_lights:al_lamp_glass, Glass Lamp
additional_lights:al_lamp_iron_block, Iron Lamp
additional_lights:al_lamp_gold_block, Gold Lamp
additional_lights:al_lamp_diamond_block, Diamond Lamp
additional_lights:al_lamp_packed_ice, Ice Lamp
additional_lights:al_lamp_pink_wool, Pink Wool Lamp
additional_lights:al_lamp_magenta_wool, Magenta Wool Lamp
additional_lights:al_lamp_nether_bricks, Nether Bricks Lamp
additional_lights:al_lamp_red_nether_bricks, Red Nether Bricks Lamp
additional_lights:al_torch_acacia_planks, Acacia AlTorch
additional_lights:al_torch_birch_planks, Birch AlTorch
additional_lights:al_torch_oak_planks, Oak AlTorch
additional_lights:al_torch_dark_oak_planks, Dark Oak AlTorch
additional_lights:al_torch_spruce_planks, Spruce AlTorch
additional_lights:al_torch_jungle_planks, Jungle AlTorch
additional_lights:al_torch_stone, Stone AlTorch
additional_lights:al_torch_cobblestone, CobbleStone AlTorch
additional_lights:al_torch_mossy_cobblestone, Mossy CobbleStone AlTorch
additional_lights:al_torch_end_stone, End Stone AlTorch
additional_lights:al_torch_stone_bricks, Stone Bricks AlTorch
additional_lights:al_torch_mossy_stone_bricks, Mossy Stone Bricks AlTorch
additional_lights:al_torch_end_stone_bricks, End Stone Bricks AlTorch
additional_lights:al_torch_nether_bricks, Nether Bricks AlTorch
additional_lights:al_torch_red_nether_bricks, Red Nether Bricks AlTorch
additional_lights:al_torch_glass, Glass AlTorch
additional_lights:al_torch_iron_block, Iron AlTorch
additional_lights:al_torch_gold_block, Gold AlTorch
additional_lights:al_torch_diamond_block, Diamond AlTorch
additional_lights:al_torch_packed_ice, Ice AlTorch
additional_lights:al_torch_pink_wool, Pink Wool AlTorch
additional_lights:al_torch_magenta_wool, Magenta Wool AlTorch
additional_lights:standing_torch_s_stone_bricks, Stone Bricks Standing Torch
additional_lights:standing_torch_s_mossy_stone_bricks, Mossy Stone Bricks Standing Torch
additional_lights:standing_torch_s_end_stone_bricks, End Stone Bricks Standing Torch
additional_lights:standing_torch_s_nether_bricks, Nether Bricks Standing Torch
additional_lights:standing_torch_s_red_nether_bricks, Red Nether Bricks Standing Torch
additional_lights:standing_torch_s_polished_andesite, Polished Andesite Standing Torch
additional_lights:standing_torch_s_polished_diorite, Polished Diorite Standing Torch
additional_lights:standing_torch_s_polished_granite, Polished Granite Standing Torch
additional_lights:standing_torch_s_stone, Stone Standing Torch
additional_lights:standing_torch_s_cobblestone, CobbleStone Standing Torch
additional_lights:standing_torch_s_mossy_cobblestone, Mossy CobbleStone Standing Torch
additional_lights:standing_torch_s_end_stone, End Stone Standing Torch
additional_lights:standing_torch_s_iron_block, Iron  Standing Torch
additional_lights:standing_torch_s_gold_block, Gold Standing Torch
additional_lights:standing_torch_s_diamond_block, Diamond Standing Torch
additional_lights:standing_torch_s_packed_ice, Ice Standing Torch
additional_lights:standing_torch_s_pink_wool, Pink Wool Standing Torch
additional_lights:standing_torch_s_magenta_wool, Magenta Wool Standing Torch
additional_lights:standing_torch_l_stone_bricks, Stone Bricks Standing Torch - L
additional_lights:standing_torch_l_mossy_stone_bricks, Mossy Stone Bricks Standing Torch - L
additional_lights:standing_torch_l_end_stone_bricks, End Stone Bricks Standing Torch - L
additional_lights:standing_torch_l_nether_bricks, Nether Bricks Standing Torch - L
additional_lights:standing_torch_l_red_nether_bricks, Red Nether Bricks Standing Torch - L
additional_lights:standing_torch_l_polished_andesite, Polished Andesite Standing Torch - L
additional_lights:standing_torch_l_polished_diorite, Polished Diorite Standing Torch - L
additional_lights:standing_torch_l_polished_granite, Polished Granite Standing Torch - L
additional_lights:standing_torch_l_stone, Stone Standing Torch - L
additional_lights:standing_torch_l_cobblestone, CobbleStone Standing Torch - L
additional_lights:standing_torch_l_mossy_cobblestone, Mossy CobbleStone Standing Torch - L
additional_lights:standing_torch_l_end_stone, End Stone Standing Torch - L
additional_lights:standing_torch_l_iron_block, Iron Standing Torch - L
additional_lights:standing_torch_l_gold_block, Gold Standing Torch - L
additional_lights:standing_torch_l_diamond_block, Diamond Standing Torch - L
additional_lights:standing_torch_l_packed_ice, Ice Standing Torch - L
additional_lights:standing_torch_l_pink_wool, Pink Wool Standing Torch - L
additional_lights:standing_torch_l_magenta_wool, Magenta Wool Standing Torch - L
additional_lights:fire_pit_s_stone_bricks, Stone Bricks Fire Pit
additional_lights:fire_pit_s_mossy_stone_bricks, Mossy Stone Bricks Fire Pit
additional_lights:fire_pit_s_end_stone_bricks, End Stone Bricks Fire Pit
additional_lights:fire_pit_s_nether_bricks, Nether Bricks Fire Pit
additional_lights:fire_pit_s_red_nether_bricks, Red Nether Bricks Fire Pit
additional_lights:fire_pit_s_polished_andesite, Polished Andesite Fire Pit
additional_lights:fire_pit_s_polished_diorite, Polished Diorite Fire Pit
additional_lights:fire_pit_s_polished_granite, Polished Granite Fire Pit
additional_lights:fire_pit_s_stone, Stone Fire Pit
additional_lights:fire_pit_s_cobblestone, CobbleStone Fire Pit
additional_lights:fire_pit_s_mossy_cobblestone, Mossy CobbleStone Fire Pit
additional_lights:fire_pit_s_end_stone, End Stone Fire Pit
additional_lights:fire_pit_s_iron_block, Iron Fire Pit
additional_lights:fire_pit_s_gold_block, Gold Fire Pit
additional_lights:fire_pit_s_diamond_block, Diamond Fire Pit
additional_lights:fire_pit_s_packed_ice, Ice Fire Pit
additional_lights:fire_pit_s_pink_wool, Pink Wool Fire Pit
additional_lights:fire_pit_s_magenta_wool, Magenta Wool Fire Pit
additional_lights:fire_pit_l_stone_bricks, Stone Bricks Fire Pit - L
additional_lights:fire_pit_l_mossy_stone_bricks, Mossy Stone Bricks Fire Pit - L
additional_lights:fire_pit_l_end_stone_bricks, End Stone Bricks Fire Pit - L
additional_lights:fire_pit_l_nether_bricks, Nether Bricks Fire Pit - L
additional_lights:fire_pit_l_red_nether_bricks, Red Nether Bricks Fire Pit - L
additional_lights:fire_pit_l_polished_andesite, Polished Andesite Fire Pit - L
additional_lights:fire_pit_l_polished_diorite, Polished Diorite Fire Pit - L
additional_lights:fire_pit_l_polished_granite, Polished Granite Fire Pit - L
additional_lights:fire_pit_l_stone, Stone Fire Pit - L
additional_lights:fire_pit_l_cobblestone, CobbleStone Fire Pit - L
additional_lights:fire_pit_l_mossy_cobblestone, Mossy CobbleStone Fire Pit - L
additional_lights:fire_pit_l_end_stone, End Stone Fire Pit - L
additional_lights:fire_pit_l_iron_block, Iron Fire Pit - L
additional_lights:fire_pit_l_gold_block, Gold Fire Pit - L
additional_lights:fire_pit_l_diamond_block, Diamond Fire Pit - L
additional_lights:fire_pit_l_packed_ice, Ice Fire Pit - L
additional_lights:fire_pit_l_pink_wool, Pink Wool Fire Pit - L
additional_lights:fire_pit_l_magenta_wool, Magenta Wool Fire Pit - L
additional_lights:fire_for_standing_torch_s, Fire For Standing Torch
additional_lights:fire_for_standing_torch_l, Fire For Standing Torch L
additional_lights:fire_for_fire_pit_s, Fire For Fire Pit
additional_lights:fire_for_fire_pit_l, Fire For Fire Pit L
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
